case_number,claimant,respondents,status,NO.,YEAR OF INITIATION,SHORT CASE NAME,FULL CASE NAME,APPLICABLE IIA,ARBITRAL RULES,ADMINISTERING INSTITUTION,STATUS/OUTCOME OF ORIGINAL PROCEEDINGS,RESPONDENT STATE,HOME STATE OF INVESTOR,ECONOMIC SECTOR,ECONOMIC SUBSECTOR,SUMMARY OF THE DISPUTE, DETAILS OF INVESTMENT,ARBITRATORS,DECISIONS,INDIVIDUAL OPINIONS DETAILS,AMOUNT CLAIMED (EXPRESSED IN MILLIONS),AMOUNT AWARDED (OR SETTLED FOR) (EXPRESSED IN MILLIONS),IIA BREACHES ALLEGED,IIA BREACHES FOUND,FOLLOW-ON PROCEEDING TYPE,FOLLOW-ON PROCEEDING STATUS,FOLLOW-ON DECISIONS,FOLLOW-ON INDIVIDUAL OPINIONS,ICSID ANNULMENT COMMITTEE MEMBERS,LINK TO ITALAW'S CASE PAGE,LINKS TO BACKGROUND SOURCES
2011-16,,,,728.0,2012.0,Gazprom v. Lithuania,OAO Gazprom v. The Republic of Lithuania (PCA Case No. 2011-16),Lithuania - Russian Federation BIT (1999),UNCITRAL,PCA (Permanent Court of Arbitration),Discontinued for unknown reasons,Lithuania,Russian Federation,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged forced sale of Gazprom's stake in Lietuvos Dujos, Lithuania's gas distribution company, in the context of an EU-mandated gas market reform.",Minority shareholding in a Lithuanian gas distribution company.,"Simma, B. - President; Böckstiegel, K.-H. - Claimant; Lowe, V. - Respondent",Award on costs and order for the termination of the proceedings dated 31 March 2015 ,,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/1924,"http://globalarbitrationreview.com/news/article/33703/gazprom-drops-treaty-claim-against-lithuania/;
http://www.pcacases.com/web/view/47;
http://www.iareporter.com/articles/20120903_4;
http://globalarbitrationreview.com/news/article/30388/gazprom-bit-claim-test-eu-energy-policy/;
http://www.cdr-news.com/categories/arbitration/gazprom-turns-up-gas-on-lithuania-with-uncitral-arbitration-threat;
http://www.europarl.europa.eu/RegData/etudes/STUD/2015/509988/IPOL_STU(2015)509988(ANN01)_EN.pdf;
http://www.shearman.com/en/people/b/banifatemi-yas?section=experience;
http://www.tni.org/files/download/briefing_on_intra-eu_bits_0.pdf;
http://www.enmin.lt/lt/news/detail.php?ID=4128"
2012/26,,,,737.0,2012.0,Maiman and others v. Egypt,"Yosef Maiman, Merhav (MNF), Merhav-Ampal Group, Merhav-Ampal Energy Holdings v.  Arab Republic of Egypt (PCA Case No. 2012/26)",Egypt - Poland BIT (1995),UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Egypt,Poland,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the alleged Government's failure to protect a gas pipeline in which the claimants had invested from attacks that took place during the Arab Spring.,"Shareholding in EMG, a company that had concluded a 15 year contract with the Egyptian General Petroleum Corporation and the Egyptian Natural Gas Holdings to resell Egyptian natural gas.","McRae, D. M. - President; Reisman, W. M. - Claimant; Thomas, J. C. - Respondent","Decision on Jurisdiction and Admissibility dated 5 May 2016 ;
Partial Award dated 28 December 2017 ",,1100.00 USD,Data not available,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Arbitrary, unreasonable and/or discriminatory measures;
Umbrella clause",Pending,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/2034,"http://www.iareporter.com/articles/20130206_2;
http://globalarbitrationreview.com/news/article/30527/more-egyptian-claims-pipeline/;
http://globalarbitrationreview.com/news/article/31483/norton-rose-cast-list-egypt-israel-gas-claim/;
http://www.iareporter.com/articles/arbitrators-allow-investor-to-cure-a-crystalised-abuse-of-process-by-choosing-to-drop-one-of-two-sets-of-parallel-bit-arbitration-claims/;
http://www.italaw.com/sites/default/files/case-documents/italaw7310.pdf;
https://www.iareporter.com/articles/overview-whats-happening-in-egypt-israel-gas-pipeline-arbitrations/;
https://www.italaw.com/sites/default/files/case-documents/italaw7310.pdf;
https://www.italaw.com/sites/default/files/case-documents/italaw8487.pdf;
https://www.iareporter.com/articles/in-new-israel-egypt-pipeline-rulings-mcrae-chaired-tribunal-finds-bit-breaches-and-collins-chaired-contract-tribunal-orders-egyptian-state-owned-companies-to-pay-1-billion-to-investor/;
https://globalarbitrationreview.com/article/1153477/egypt-to-pay-for-terminating-gas-supplies-to-israel;
https://www.iareporter.com/articles/egypt-round-up-an-update-on-new-investment-claims-settlements-and-arbitrator-appointments/"
2013-23,,,,742.0,2012.0,Naumchenko and others v. India,"Maxim Naumchenko, Andrey Poluektov and Tenoch Holdings Limited v. The Republic of India (PCA Case No. 2013-23)","India - Russian Federation BIT (1994);
Cyprus - India BIT (2002)",UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of State,India,"Russian Federation;
Cyprus",Tertiary - J - Information and communication,61 - Telecommunications,"Claims arising out of the withdrawal by Indian authorities of an approval to grant frequency allocation licences to claimants' local telecoms company ByCell, after it had previously obtained clearance from India's Foreign Investment Board.",Majority shareholding in the Indian telecoms company ByCell India.,"Sepúlveda Amor, B. - President; Brower, C. N. - Claimant; Stern, B. - Respondent",Award dated July 2019 ,,400.00 USD,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Arbitrary, unreasonable and/or discriminatory measures",None - all claims dismissed at the merits stage,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/1933,"http://www.pcacases.com/web/view/6;
http://www.iareporter.com/articles/20130416_2;
http://www.iareporter.com/articles/20131016_2;
http://www.iareporter.com/articles/20141211_2;
http://globalarbitrationreview.com/news/article/30698/another-claim-looms-2g-licences-india/;
http://globalarbitrationreview.com/news/article/32442/india-telecoms-claim-gets-under-hague/;
http://www.iareporter.com/articles/india-round-up-updates-on-the-vodafone-devas-and-tenoch-bycell-arbitrations/;
https://www.iareporter.com/articles/investigation-in-still-confidential-tenoch-v-india-award-brower-and-stern-fall-out-over-availability-of-national-security-defence-to-justify-measures-taken-against-russian-investors/;
https://www.iareporter.com/articles/india-prevails-in-uncitral-bit-case-brought-by-russian-cypriot-investors-in-telecoms-sector/"
2012-20,,,,745.0,2012.0,OTH v. Algeria,Orascom Telecom Holding S.A.E v. People’s Democratic Republic of Algeria (PCA Case No. 2012-20),Algeria - Egypt BIT (1997),UNCITRAL,PCA (Permanent Court of Arbitration),Settled,Algeria,Egypt,Tertiary - J - Information and communication,61 - Telecommunications,"Claims arising out of a series of alleged Government measures against Orascom, including a court judgment against it imposing a fine of approximately USD 1.3 billion and a criminal sentence against a member of OTA’s senior executive team.",Shareholding in the telecommunications company Orascom Telecom Algeria.,"Cremades, B. M. - President; Fortier, L. Y. - Claimant; Dupuy, P.-M. - Respondent",Award  on Agreed Terms dated 12 March 2015 ,,15000.00 USD,Non-pecuniary relief,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/2038,"http://www.iareporter.com/articles/20140422_1;
http://www.iareporter.com/articles/20130425_1;
http://www.iareporter.com/articles/20121122_1;
http://globalarbitrationreview.com/news/article/32597/algeria-settles-tizzy-djezzy/;
http://globalarbitrationreview.com/news/article/30986/algeria-hit-us5-billion-telecoms-claim/;
http://globalarbitrationreview.com/news/article/30470/algerian-telecoms-feud-triggers-treaty-claim/;
https://www.iareporter.com/articles/in-dispute-against-algeria-luxembourg-investor-clears-jurisdictional-objections-but-later-sees-its-claims-inadmissible/;
https://www.italaw.com/sites/default/files/case-documents/italaw8973.pdf"
2013-13,,,,752.0,2012.0,Sanum Investments v. Laos (I),Sanum Investments v. Lao People’s Democratic Republic (I) (PCA Case No. 2013-13),China - Lao People's Democratic Republic BIT (1993),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of State,Lao People's Democratic Republic,"Macao, China SAR","Tertiary - I - Accommodation and food service activities;
Tertiary - R - Arts, entertainment and recreation","55 - Accommodation;
92 - Gambling and betting activities","Claims arising out of an alleged series of measures by the Government of Laos, including its courts and provincial authorities, that affected claimant's bundle of rights for the construction and operation of two hotels and casinos, among other gaming facilities in which the claimant had invested.",Contributions made in the form of loans extended to local companies; majority shareholding in two hotels and casinos: Savan Vegas and Paksong Vehas; ownership stakes in certain slot clubs; business know-how.,"Rigo Sureda, A. - President; Hanotiau, B. - Claimant; Stern, B. - Respondent","Award on Jurisdiction dated 13 December 2013 http://www.italaw.com/sites/default/files/case-documents/italaw3322.pdf;
Award dated 6 August 2019 https://www.italaw.com/sites/default/files/case-documents/italaw10708.pdf",,1000.00 USD,Data not available,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Most-favoured nation treatment",None - all claims dismissed at the merits stage,"Judicial review by national courts;
Judicial review by national courts;
Judicial review by national courts","Award/decision set aside in its entirety Judicial review by national courts;
Award/decision upheld Judicial review by national courts;
Award/decision upheld Judicial review by national courts","Judgment of Singapore High Court dated 20 January 2015 (Judicial review by national courts);
Judgment of the Court of Appeals of Singapore dated 29 September 2016 (Judicial review by national courts);
Judgment of the Singapore International Commercial Court dated 10 September 2021 (Judicial review by national courts)",,,http://www.italaw.com/cases/2050,"http://globalarbitrationreview.com/news/article/32745/laos-settles-treaty-claims-gaming-assets/;
http://globalarbitrationreview.com/news/article/33371/icsid-panel-weighs-bid-revive-laos-claim/;
http://globalarbitrationreview.com/news/article/33329/%20macao-not-covered-chinese-bit-says-singapore-court/;
http://www.iareporter.com/articles/singapore-appeals-court-restores-arbitral-finding-that-chinese-investment-treaty-extends-to-macau/;
http://www.iareporter.com/articles/china-rejects-latest-singapore-court-ruling-on-application-of-chinese-bits-to-macau/;
http://globalarbitrationreview.com/article/1068946/singapore-court-reinstates-treaty-award-against-laos;
http://www.hlarbitrationlaw.com/2016/10/macanese-investor-succeeds-in-reversing-singapore-high-courts-decision-on-jurisdiction-in-its-bit-claim/;
https://www.iareporter.com/articles/analysis-in-lao-holdings-v-laos-and-sanum-v-laos-awards-arbitrators-see-bad-faith-conduct-that-should-deprive-claimants-of-treaty-protection-but-claims-would-fall-short-anyway/;
https://globalarbitrationreview.com/article/1196069/%E2%80%9Cbad-faith%E2%80%9D-investor-fails-in-treaty-claims-against-laos;
https://www.iareporter.com/articles/laos-defeats-bid-by-casino-investors-to-set-aside-pair-of-awards-court-emphasizes-that-arbitrators-have-a-public-duty-to-address-issues-of-corruption/"
2012/175,,,,755.0,2012.0,State Enterprise v. Moldova,State Enterprise Energorynok v. the Republic of Moldova (SCC Case No. 2012/175),The Energy Charter Treaty (1994),SCC (Stockholm Chamber of Commerce),SCC (Stockholm Chamber of Commerce),Decided in favour of State,"Moldova, Republic of",Ukraine,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government's alleged responsibility for its judiciary in claimant's collection of a debt against a company owned by Moldova's Ministry of Energy concerning electricity supply; specifically, by the Moldovan courts' decision that the debt was to be paid to a third party.",Creditor of a USD 1.7 million debt against a Moldovan State-owned entity for electricity supply.,"Turck, N. - President; Tirado, J. - Claimant; Knieper, R. - Respondent",Final Award dated 29 January 2015 http://www.italaw.com/sites/default/files/case-documents/italaw6299.pdf,,1.80 USD,Data not available,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Other",None - jurisdiction declined,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/3252,"www.justice.gov.md/libview.php?l=ro&idc=4&id=2448;
http://globalarbitrationreview.com/news/article/33546/moldova-defeats-ect-claim-ukraine-state-entity/;
http://www.iareporter.com/articles/20140701;
http://www.iareporter.com/articles/20150213_4;
http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/56-state-enterprise-energorynok-v-the-republic-of-moldova/;
https://www.transnational-dispute-management.com/legal-and-regulatory-detail.asp?key=21914"
2013-29,,,,757.0,2012.0,Swissbourgh and others v. Lesotho,"Swissbourgh Diamond Mines (Pty) Limited, Josias Van Zyl, The Josias Van Zyl Family Trust and others v. The Kingdom of Lesotho (PCA Case No. 2013-29)",SADC Investment Protocol (2006),UNCITRAL,PCA (Permanent Court of Arbitration),Neither investor nor the State (liability found but no damages awarded),Lesotho,South Africa,Primary - B - Mining and quarrying,8 - Other mining and quarrying,Claims arising out of the Government’s conduct in relation to a SADC Tribunal proceeding over the expropriation of the claimants’ mining leases.,Rights under mining leases entered into with the Government.,"Williams, D. A. R. - President; Bishop, D. - Claimant; Nienaber, P. M. - Respondent","Partial Award on Jurisdiction and the Merits dated 18 April 2016 ;
Interpretation Award dated 27 June 2016 ",Dissenting Opinion by P. M. Nienaber (Partial Award on Jurisdiction and the Merits dated 18 April 2016),Data not available,0.00 USD,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Direct expropriation;
Other","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Other",Judicial review by national courts,Award/decision set aside in its entirety Judicial review by national courts,"Judgment of the High Court of Singapore on the Set Aside Application dated 14 August 2017 (Judicial review by national courts);
Judgment of the Singapore Court of Appeal dated 27 November 2018 (Judicial review by national courts)",,,http://www.italaw.com/cases/2256,"http://www.iareporter.com/articles/southern-africa-updates-on-lesotho-swaziland-mozambique-and-zimbabwe-investment-disputes/;
http://www.iareporter.com/articles/chairman-steps-down-from-sadc-investor-state-arbitration-after-challenge-and-appointing-authority-marc-lalonde-picks-new-chair/;
http://www.iareporter.com/articles/dismantling-of-southern-african-development-community-tribunal-spawns-uncitral-arbitration-claim-for-denial-of-justice/;
http://www.iareporter.com/articles/investigation-lesotho-is-held-liable-for-investment-treaty-breach-arising-out-of-its-role-in-hobbling-a-regional-tribunal-that-had-been-hearing-expropriation-case/;
http://www.iareporter.com/articles/in-new-ruling-on-covered-investors-and-investments-a-pair-of-arbitrators-deem-southern-african-development-communitys-finance-and-investment-protocol-to-have-expansive-scope/;
http://www.iareporter.com/articles/multilateral-investment-treatys-exhaustion-of-remedies-requirement-does-not-hobble-case-because-local-courts-couldnt-offer-same-relief-available-before-international-tribunal/;
http://www.iareporter.com/articles/arbitrators-hold-state-liable-for-a-denial-of-justice-occurring-in-relation-to-actions-taken-in-international-forums-rule-of-law-treaty-obligation-also-breached/;
http://www.iareporter.com/articles/after-denial-of-justice-finding-a-new-tribunal-is-finalized-for-next-phase-of-lesotho-mining-dispute/;
http://globalarbitrationreview.com/article/1068468/english-qc-to-appear-for-lesotho-in-singapore;
http://www.supremecourt.gov.sg/docs/default-source/module-document/judgement/os-643-of-2016---re-samuel-sherratt-wordsworth-qc-(amd-v2-for-release)-(27-09-16)-pdf.pdf;
http://www.italaw.com/sites/default/files/case-documents/italaw8213_1.pdf;
https://www.transnational-dispute-management.com/downloads/17734_case_report_van_zyl_v_lesotho_april_2017.pdf;
https://www.transnational-dispute-management.com/downloads/19531_case_report_van_zyl_v_lesotho_may_2017.pdf;
https://www.iareporter.com/articles/in-depth-part-1-of-2-singapore-judge-sees-investors-as-clearing-temporal-jurisdiction-hurdle-in-fight-with-lesotho-but-disagrees-that-right-to-claim-before-sadc-standing-tribunal-was-a-protected-i/;
https://www.iareporter.com/articles/in-depth-part-2-of-2-singapore-judge-rejects-arbitrators-findings-that-domestic-remedies-were-exhausted-in-lesotho-and-that-sadc-investment-treaty-is-so-broad-as-to-allow-domestic-investors-to-s/;
http://www.iareporter.com/articles/singapore-court-rules-that-arbitrators-over-reached-in-taking-jurisdiction-over-claims-under-sadc-investment-protocol/;
https://globalarbitrationreview.com/article/1145681/lesotho-award-set-aside-in-singapore;
https://www.iareporter.com/articles/analysis-singapore-appeal-court-grapples-with-various-investment-treaty-arbitration-concepts-including-related-to-estoppel-unilateral-declarations-territorial-nexus-and-exhaustion-of-remedies/;
 https://globalarbitrationreview.com/article/1177328/lesotho-defeats-mining-investors-in-singapore"
2011-14,,,,767.0,2011.0,Abertis v. Bolivia,Abertis Infraestructuras S.A. v. Government of Bolivia (PCA Case No. 2011-14),"Bolivia, Plurinational State of - Spain BIT (2001)",UNCITRAL,PCA (Permanent Court of Arbitration),Settled,"Bolivia, Plurinational State of",Spain,Tertiary - H - Transportation and storage,51 - Air transport,"Claims arising out of allegations that Bolivia breached the regime applicable to tariffs for boarding and landing services under certain airport concession agreement since it froze these tariffs in 2003 and later reduced them in 2005. The Government later nationalized SABSA, claimant's airport subsidiary in Bolivia after the arbitration was initiated and disagreements between the parties on appropriate compensation arose.","Controlling interest in three Bolivian airports (Santa Cruz, La Paz and Cochabamba) through a concession company in which claimant held a 90 per cent shareholding; related capital contributions.","Mourre, A. - President (replaced); Grigera Naón, H. A. - Claimant; Verhoosel, G. - Claimant (replaced); Oreamuno Blanco, R. - Respondent; Perezcano Diaz, H. - President",Data not available,Data not available,85.50 USD,23.00 USD,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/1812,"http://www.iareporter.com/articles/20130320;
http://www.abertis.com/news/abertis-defends-its-management-in-bolivia-and-expects-to-reach-a-compensation/var/lang/en/idm/487/idc/4351;
http://www.reuters.com/finance/stocks/ABE.MC/key-developments/article/2831461;
http://cincodias.com/cincodias/2014/01/14/empresas/1389715376_422462.html;
http://www.rtve.es/noticias/20130219/abertis-reclama-unos-67-millones-euros-bolivia-expropiacion-sabsa/609212.shtml;
http://www.lostiempos.com/diario/actualidad/economia/20141122/abertis-y-el-estado-acuerdan-negociar-el-pago-por_281854_620622.html;
http://www.iareporter.com/articles/bolivia-round-up-two-cases-settle-hearings-loom-in-a-third-uncitral-arbitration-as-former-mexican-lawyer-hugo-perezcano-diaz-is-tapped-as-chair/;
http://www.procuraduria.gob.bo/2017/?p=2785;
https://www.iareporter.com/articles/bolivia-an-update-on-three-investment-treaty-arbitrations/;
http://globalarbitrationreview.com/article/1141633/bolivia-settles-another-treaty-claim"
2012-07,,,,775.0,2011.0,Bahgat v. Egypt (I),Mohamed Abdel Raouf Bahgat v. Arab Republic of Egypt (I) (PCA  Case No. 2012-07),Egypt - Finland BIT (2004),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of investor,Egypt,Finland,"Primary - B - Mining and quarrying;
Secondary - C - Manufacturing","7 - Mining of metal ores;
24 - Manufacture of basic metals","Claims arising out of criminal charges allegedly brought against the claimant by the Government and a related seizure of the claimant’s assets. According to the claimant, the assets were not returned after the domestic courts’ dismissal of the criminal charges.",Investments in an iron ore venture and a steel plant.,"Wolfrum, R. - President; Orrego Vicuña, F. - Respondent (replaced); Reisman, W. M. - Claimant; Name not available - Respondent","Decision on Jurisdiction dated 30 November 2017 https://www.italaw.com/sites/default/files/case-documents/italaw11726.pdf;
Final Award dated 23 December 2019 https://www.italaw.com/sites/default/files/case-documents/italaw11724.pdf",,108.50 USD,43.80 USD,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
National treatment;
Arbitrary, unreasonable and/or discriminatory measures;
Full protection and security, or similar;
Indirect expropriation;
Umbrella clause","Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",Judicial review by national courts,Pending Judicial review by national courts,,No decisions recorded,,https://www.italaw.com/cases/8322,"http://www.mpil.de/files/pdf3/CV_Ruediger_Wolfrum.pdf;
https://www.rzuser.uni-heidelberg.de/~p00/down/cv_orrego.pdf;
https://www.iareporter.com/articles/egypt-seeks-to-persuade-arbitrators-that-dual-national-investor-was-effectively-egyptian-and-thus-unable-to-pursue-200-million-uncitral-bit-claim/;
https://www.iareporter.com/articles/after-finnish-supreme-court-confirms-investors-nationality-an-uncitral-tribunal-affirms-jurisdiction-over-his-bit-claims-against-egypt-tribunal-orders-egypt-to-reimburse-claimant-for-payments/;
https://globalarbitrationreview.com/article/1159004/egypt-claim-clears-hurdle-after-clash-over-nationality;
https://www.iareporter.com/articles/egypt-round-up-an-update-on-new-investment-claims-settlements-and-arbitrator-appointments/;
https://www.iareporter.com/articles/analysis-in-bahgat-v-egypt-arbitrators-find-that-a-series-of-measures-including-the-claimants-arrest-and-the-freezing-of-his-assets-amounted-to-a-violation-of-two-bits/;
https://globalarbitrationreview.com/egypt-liable-over-jailing-of-businessman;
https://globalarbitrationreview.com/attachments-and-freezing-orders/dutch-court-lifts-freeze-egyptian-property"
2012-25,,,,782.0,2011.0,Detroit International v. Canada,Detroit International Bridge Company v. Government of Canada (PCA Case No. 2012-25),NAFTA (1992),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of State,Canada,United States of America,Tertiary - F - Construction,42 - Civil engineering,"Claims arising out of legislation passed by the Government of Canada giving it authority over the construction, operation and ownership of international bridges, and its alleged effect upon to the Ambassador Bridge, which spans the Detroit River between Detroit and Windsor, Canada, in which the claimant had invested.",Ownership and control of a Canadian company that constructed and operated an international toll bridge between Michigan and Ontario.,"Derains, Y. - President; Chertoff, M. - Claimant; Lowe, V. - Respondent","Award on Jurisdiction dated 2 April 2015 http://www.italaw.com/sites/default/files/case-documents/italaw4255.pdf;
Award on Costs dated 17 August 2015 http://www.international.gc.ca/trade-agreements-accords-commerciaux/assets/pdfs/disp-diff/detroit-2015-08-17-Award-on-Costs.pdf",Separate Dissenting Jurisdictional Statement (Award on Jurisdiction dated 2 April 2015),3500.00 USD,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
National treatment;
Most-favoured nation treatment",None - jurisdiction declined,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/354,"http://www.pcacases.com/web/view/55;
http://www.state.gov/s/l/c61900.htm;
http://www.international.gc.ca/trade-agreements-accords-commerciaux/topics-domaines/disp-diff/Detroit-Bridge.aspx?lang=eng;
http://www.iareporter.com/articles/canada-continues-to-fall-short-in-recovering-legal-expenses-despite-nafta-victories-arbitrators-deem-hours-spent-on-recent-dibc-case-as-excessive/"
2011-09,,,,792.0,2011.0,Khan Resources v. Mongolia,"Khan Resources Inc., Khan Resources B.V. and Cauc Holding Company Ltd. v. the Government of Mongolia and Monatom Co., Ltd. (PCA Case No. 2011-09)",The Energy Charter Treaty (1994),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of investor,Mongolia,"Canada;
Netherlands;
British Virgin Islands",Primary - B - Mining and quarrying,7 - Mining of metal ores,Claims arising out of Mongolia’s cancellation of claimant's mining and exploration licenses for a uranium deposit located in the Dornod province in northeastern Mongolia.,Majority shareholding in Mongolian joint venture subsidiary that held uranium mining and exploration licenses in Mongolia.,"Williams, D. A. R. - President; Fortier, L. Y. - Claimant; Hanotiau, B. - Respondent","Decision on Jurisdiction dated 25 July 2012 http://www.italaw.com/sites/default/files/case-documents/italaw4268.pdf;
Award dated 2 March 2015 http://www.italaw.com/sites/default/files/case-documents/italaw4267.pdf",,358.00 USD,80.00 USD,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Arbitrary, unreasonable and/or discriminatory measures;
Umbrella clause",Umbrella clause,Judicial review by national courts,Pending Judicial review by national courts,,No decisions recorded,,http://www.italaw.com/cases/604,"http://www.iareporter.com/articles/20150303;
http://globalarbitrationreview.com/news/article/33594/mongolia-held-liable-uranium-dispute/

www.marketwired.com/press-release/khan-announces-us100-million-international-arbitration-award-cnsx-kri-1996568.htm;
http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/29-khan-resources-bv-the-netherlands-v-mongolia/;
http://globalarbitrationreview.com/news/article/33987/mongolia-seeks-annul-khan-award/;
http://khanresources.com/investors/news/150715.pdf;
http://khanresources.com/investors/news/150819.pdf;
http://www.khanresources.com/investors/news/160518.pdf;
http://globalarbitrationreview.com/article/1035364/mongolia-settles-uranium-mine-dispute;
https://www.transnational-dispute-management.com/legal-and-regulatory-detail.asp?key=13951"
2012-10,,,,798.0,2011.0,Merck v. Ecuador,Merck Sharpe & Dohme (I.A.) Corporation v. The Republic of Ecuador (PCA Case No. 2012-10),Ecuador - United States of America BIT (1993),UNCITRAL,PCA (Permanent Court of Arbitration),Decided in favour of investor,Ecuador,United States of America,Secondary - C - Manufacturing,21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Claims arising out of judicial proceedings before Ecuadorian courts concerning claimant's refusal to sell a pharmaceutical factory to the Ecuadorian company NIFA, which allegedly resulted in a denial of justice.",Ownership of a pharmaceutical manufacturing company located in Ecuador.,"Berman, F. - President; Schwebel, S. M. - Claimant; Simma, B. - Respondent","Partial Final Award dated 25 January 2018 ;
Final Arbitration Award dated 5 March 2020 ",,Data not available,24.10 USD,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",Judicial review by national courts,Award/decision upheld Judicial review by national courts,Judgment of the District Court of The Hague dated 18 June 2021 (Judicial review by national courts),,,http://www.italaw.com/cases/1603,"http://www.pcacases.com/web/view/8;
http://www.iareporter.com/articles/20120302_1;
https://books.google.de/books?id=iVMyAQAAQBAJ&pg=PA276&lpg=PA276&dq=Merck+Sharp+%26+Dohme+%28I.A.%29+Corporation+v.+The+Republic+of+Ecuador&source=bl&ots=7biiGFgvCf&sig=yZKBvW5DhpaUeohYRKQq2YIkxsc&hl=en&sa=X&ei=JpojVdSrG8mbsgGf5ILACw&ved=0CDUQ6AEwAw#v=onepage&q=Merck%20Sharp%20%26%20Dohme%20(I.A.)%20Corporation%20v.%20The%20Republic%20of%20Ecuador&f=false;
http://www.planv.com.ec/investigacion/investigacion/litigios-del-ecuador/pagina/0/5;
https://www.iareporter.com/articles/as-award-looms-in-merck-v-ecuador-earlier-chevron-like-interim-measures-ruling-surfaces-ordering-ecuador-to-block-enforcement-of-a-local-court-judgment-that-is-adverse-to-foreign-investor/;
http://blogcasos.pge.gob.ec/;
http://blogcasos.pge.gob.ec/wp-content/uploads/2016/06/9MERCK.pdf;
https://www.iareporter.com/articles/ecuador-reportedly-on-hook-for-denial-of-justice-in-merck-arbitration/;
https://www.iareporter.com/articles/the-merck-v-ecuador-award-part-one-arbitrators-wave-away-ecuadors-jurisdictional-objections-including-on-exhaustion-and-warn-that-ecuadors-non-compliance-with-interim-orders/;
https://www.iareporter.com/articles/the-merck-v-ecuador-award-part-two-on-the-merits-ecuador-found-liable-for-denial-of-justice-after-foreign-investor-is-ordered-to-pay-wholly-disproportionate-sum-without-court-en/;
https://globalarbitrationreview.com/article/1166824/ecuador-held-liable-for-denial-of-justice-in-pharma-case;
https://www.iareporter.com/articles/ecuador-round-up-an-update-on-8-arbitrations-and-one-notice-of-dispute-against-the-state/;
https://www.iareporter.com/articles/dutch-court-upholds-44-million-usd-merck-v-ecuador-award/"
