case_number,claimant,respondents,status,NO.,YEAR OF INITIATION,SHORT CASE NAME,FULL CASE NAME,APPLICABLE IIA,ARBITRAL RULES,ADMINISTERING INSTITUTION,STATUS/OUTCOME OF ORIGINAL PROCEEDINGS,RESPONDENT STATE,HOME STATE OF INVESTOR,ECONOMIC SECTOR,ECONOMIC SUBSECTOR,SUMMARY OF THE DISPUTE, DETAILS OF INVESTMENT,ARBITRATORS,DECISIONS,INDIVIDUAL OPINIONS DETAILS,AMOUNT CLAIMED (EXPRESSED IN MILLIONS),AMOUNT AWARDED (OR SETTLED FOR) (EXPRESSED IN MILLIONS),IIA BREACHES ALLEGED,IIA BREACHES FOUND,FOLLOW-ON PROCEEDING TYPE,FOLLOW-ON PROCEEDING STATUS,FOLLOW-ON DECISIONS,FOLLOW-ON INDIVIDUAL OPINIONS,ICSID ANNULMENT COMMITTEE MEMBERS,LINK TO ITALAW'S CASE PAGE,LINKS TO BACKGROUND SOURCES
ARB/08/18,Malicorp Limited,Arab Republic of Egypt,Concluded,922.0,2008.0,Malicorp v. Egypt,Malicorp Limited v. Arab Republic of Egypt (ICSID Case No. ARB/08/18),Egypt - United Kingdom BIT (1975),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Egypt,United Kingdom,"Tertiary - F - Construction;
Tertiary - H - Transportation and storage;
Tertiary - H - Transportation and storage","41 - Construction of buildings;
51 - Air transport;
52 - Warehousing and support activities for transportation",Claims arising out of the Government's rescission of a contract for the construction and operation of the Ras Sudr international airport in Sinai.,Rights under a contract concluded with the Government for the construction and operation of an international airport.,"Tercier, P. - President; Baptista, L. O. - Claimant; Tschanz, P.-Y. - Respondent",Award dated 7 February 2011 http://www.italaw.com/sites/default/files/case-documents/ita0499.pdf,,Data not available,Data not available,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",None - all claims dismissed at the merits stage,ICSID annulment proceedings,Award/decision upheld ICSID annulment proceedings,Decision on the Application for Annulment of Malicorp Limited dated 3 July 2013 (ICSID annulment proceedings),,"Rigo Sureda, A.;
Alexandrov, S. A.;
Silva Romero, E.",http://www.italaw.com/cases/660,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/18;
http://globalarbitrationreview.com/news/article/31740/egyptian-airport-award-upheld-icsid/;
http://globalarbitrationreview.com/news/article/29086/end-egyptian-saga/;
http://globalarbitrationreview.com/news/article/29665/committee-ready-egypt-airport-challenge/"
ARB/08/17,Participaciones Inversiones Portuarias SARL,Gabonese Republic,Concluded,930.0,2008.0,Participaciones v. Gabon,Participaciones Inversiones Portuarias SARL v. Gabonese Republic (ICSID Case No. ARB/08/17),BLEU (Belgium-Luxembourg Economic Union) - Gabon BIT (1998),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Gabon,Luxembourg,Tertiary - H - Transportation and storage,52 - Warehousing and support activities for transportation,"Claims arising out of the Government's termination of a concession to manage the Owendo and Port-Gentil seaports in Gabon, and the subsequent sale of assets of the Gabonese company holding such concession in which the claimant had invested.",Purchase of Gabonese company that had a port concession from the Government to manage two Gabonese seaports.,"Paulsson, J. - President; Fadlallah, I. - Claimant; Stern, B. - Respondent","Order taking note of the discontinuance of the proceeding issued by the Tribunal dated 10 January 2011, pursuant to ICSID Administrative and Financial Regulation 14(3)(d) ",,Data not available,Data not available,Indirect expropriation,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/814,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/17;
http://globalarbitrationreview.com/news/article/15023/gabon-faces-claim-port-concession/;
http://globalarbitrationreview.com/news/article/18093/high-profile-tribunal-gabonese-ports-case/;
http://www.iareporter.com/articles/20091008_4;
http://www.iareporter.com/articles/20090719_18;
http://www.iareporter.com/articles/20091222_3"
ARB/08/16,GEA Group Aktiengesellschaft,Ukraine,Concluded,913.0,2008.0,GEA v. Ukraine,GEA Group Aktiengesellschaft v. Ukraine (ICSID Case No. ARB/08/16),Germany - Ukraine BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Ukraine,Germany,Secondary - C - Manufacturing,19 - Manufacture of coke and refined petroleum products,"Claims arising out of the alleged misappropriation of diesel and raw materials by a State-owned petrochemical company which were supplied by the investor, and the investor's subsequent failure to collect an ICC award in its favour against such company in Ukrainian courts.","Capital loans to OJSC Oriana, a former Ukrainian State-owned petrochemicals plant.","van den Berg, A. J. - President; Landau, T. - Claimant; Stern, B. - Respondent",Award dated 31 March 2011 http://www.italaw.com/sites/default/files/case-documents/ita0356.pdf,,30.60 USD,,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Umbrella clause;
National treatment;
Most-favoured nation treatment;
Arbitrary, unreasonable and/or discriminatory measures",None - all claims dismissed at the merits stage,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/478,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/16;
http://globalarbitrationreview.com/news/article/15191/tribunal-constituted-ukraine-claim/;
http://www.lw.com/news/latham-secures-significant-victory-for-ukraine-in-high-profile-icsid-arbitration;
http://www.iareporter.com/articles/20110414_1"
ARB/08/15,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V.,Bolivarian Republic of Venezuela,Concluded,910.0,2008.0,CEMEX v. Venezuela,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/08/15),"Netherlands - Venezuela, Bolivarian Republic of BIT (1991)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Settled,"Venezuela, Bolivarian Republic of",Netherlands,Secondary - C - Manufacturing,23 - Manufacture of other non-metallic mineral products,"Claims arising out of the Government's 2008 nationalization of foreign-owned cement companies in Venezuela, including the claimants, and disagreements over the amount of compensation owed to CEMEX.",Indirect ownership interest in the Venezuelan cement production company Cemex Venezuela.,"Guillaume, G. - President; von Mehren, R. - Claimant; Abi-Saab, G. - Respondent","Decision on Jurisdiction dated 30 December 2010 http://www.italaw.com/sites/default/files/case-documents/ita0142.pdf;
Order taking note of the discontinuance of the proceeding issued by the Tribunal dated 15 February 2012, pursuant to ICSID Arbitration Rule 43(1) ",,1200.00 USD,600.00 USD,Direct expropriation,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/232,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/15;
http://globalarbitrationreview.com/news/article/30013/cemex-settles-venezuela/;
http://globalarbitrationreview.com/journal/article/29054/investment-treaty-arbitration-article-22-no-longer-catch-venezuela/"
ARB/08/14,Impregilo S.p.A.,Argentine Republic,Concluded,915.0,2008.0,Impregilo v. Argentina (II),Impregilo S.p.a v. Argentine Republic (II) (ICSID Case No. ARB/08/14),Argentina - Italy BIT (1990),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Settled,Argentina,Italy,Tertiary - F - Construction,42 - Civil engineering,"Claims arising out of Argentina's enactment of a 'pesification' law, the freeze on toll rates, among other measures adopted during its 2001-2002 economic crisis, allegedly affecting claimant's investment in a highway construction project to build and manage roads to the city of Córdoba.",Rights under a highway construction concession agreement held by Impregilo's local subsidiary Camino de las Sierras.,"Danelius, H. - President; Brower, C. N. - Claimant; Hossain, K. - Respondent","Order for the discontinuance of the proceeding issued by the Tribunal dated 27 October 2010, pursuant to ICSID Arbitration Rule 43(1) ",,250.00 USD,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/14;
https://books.google.ch/books?id=iVMyAQAAQBAJ&pg=PA41&lpg=PA41&dq=impregilo+argentina+icsid+cordoba&source=bl&ots=7bicHAbwCh&sig=xH-I-95CjiaYQ4CQXcpysVI5d5w&hl=en&sa=X&ei=1bzIVLvFDoT2UqnwgZgM&ved=0CCwQ6AEwAg#v=onepage&q=impregilo%20argentina%20icsid%20cordoba&f=falsewww.iareporter.com/downloads/20100107_14/download;
http://globalarbitrationreview.com/news/article/28707/another-one-off-argentinas-list/;
http://globalarbitrationreview.com/news/article/14880/argentina-faces-fresh-investment-dispute-impregilo/"
ARB/08/13,Alapli Elektrik B.V.,Republic of Turkey,Concluded,900.0,2008.0,Alapli v. Turkey,Alapli Elektrik B.V. v. Republic of Turkey (ICSID Case No. ARB/08/13),"The Energy Charter Treaty (1994);
Netherlands - Turkey BIT (1986)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Türkiye,Netherlands,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a concession to develop, finance, construct, own, operate and transfer a combined cycle power plant in Turkey and a number of legislative changes in 2000 concerning infrastructure projects in Turkey.",Rights under a concession agreement for electricity generation concluded between a Turkish Ministry and a company that later assigned its rights to another company in which the claimant had acquired shares.,"Park, W. W. - President; Lalonde, M. - Claimant; Stern, B. - Respondent",Award dated 16 July 2012 http://www.italaw.com/sites/default/files/case-documents/italaw4306.pdf,Dissenting Opinion of Marc Lalonde (Award) (Award dated 16 July 2012),100.00 USD,,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Umbrella clause",None - jurisdiction declined,ICSID annulment proceedings,Award/decision upheld ICSID annulment proceedings,Decision on Annulment dated 10 July 2014 (ICSID annulment proceedings),,"Hanotiau, B.;
Böckstiegel, K.-H.;
Khan, M. A.",http://www.italaw.com/cases/1708,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/13;
http://www.sidley.com/experience/recent-investor-state-arbitrations;
http://www.volterrafietta.com/expertise/investment-treaty-arbitration/;
http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/22-alapli-elektrik-bv-the-netherlands-v-republic-of-turkey/;
 http://www.iareporter.com/articles/20130118_1;
https://www.transnational-dispute-management.com/legal-and-regulatory-detail.asp?key=13434"
ARB/08/12,Caratube International Oil Company LLP,Republic of Kazakhstan,Concluded,909.0,2008.0,Caratube v. Kazakhstan,Caratube International Oil Company LLP v. Republic of Kazakhstan (ICSID Case No. ARB/08/12),Kazakhstan - United States of America BIT (1992),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Kazakhstan,United States of America,Primary - B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,Claims arising out of the termination by the Government of Caratube’s licence to an oilfield in Kazakhstan and allegations that the investor had been continuously harassed by the authorities.,"Rights under an oil exploration and production contract concluded between the Kazakh Ministry of Energy and Mineral Resources and a company which later assigned such contractual rights to Caratube, owned and controlled in its majority by a U.S. national.","Böckstiegel, K.-H. - President; Griffith, G. - Claimant; Hossain, K. - Respondent",Award dated 5 June 2012 http://www.italaw.com/sites/default/files/case-documents/italaw1100.pdf,,1149.00 USD,,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Umbrella clause;
Arbitrary, unreasonable and/or discriminatory measures",None - jurisdiction declined,ICSID annulment proceedings,Award/decision upheld ICSID annulment proceedings,Decision on the Annulment Application of Caratube International Oil Company LLP dated 21 February 2014 (ICSID annulment proceedings),,,http://www.italaw.com/cases/211,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/12;
http://globalarbitrationreview.com/news/article/30613/caratube-claim-dismissed-lack-foreign-control/"
ARB/08/11,"Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise",Ukraine,Concluded,907.0,2008.0,Bosh v. Ukraine,"Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise v. Ukraine (ICSID Case No. ARB/08/11)",Ukraine - United States of America BIT (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Ukraine,United States of America,Tertiary - F - Construction,41 - Construction of buildings,"Claims arising out of the termination of a contract entered into between the investors and a Ukranian university for the development of a facility comprising a hotel, sports facilities, conference rooms and a research training centre, through conduct of Ukrainian courts, the Ministry of Justice, and the Education Control Division of the General Control and Revision Office of Ukraine.",Rights under a contract concluded between B&P and the Taras Shevchenko National University of Kiev to undertake a two-stage renovation and redevelopment of a property.,"Griffith, G. - President; Sands, P. - Claimant; McRae, D. M. - Respondent",Award dated 25 October 2012 http://www.italaw.com/sites/default/files/case-documents/italaw1118.pdf,,10.00 USD,,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Umbrella clause",None - all claims dismissed at the merits stage,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/1563,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/11;
http://globalarbitrationreview.com/news/article/30938/victory-ukraine-icsid/"
ARB/08/9,Ambiente Ufficio S.p.A. and others,Argentine Republic,Concluded,903.0,2008.0,Ambiente Ufficio and others v. Argentina,Ambiente Ufficio S.p.A. and others (formerly Giordano Alpi and others) v. Argentine Republic (ICSID Case No. ARB/08/9),Argentina - Italy BIT (1990),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Argentina,Italy,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of Argentina's enactment of legislation concerning the restructuring of its public debt, leading to the Government's default in sovereign bonds in late 2001, and circumstances surrounding its 2005 settlement with foreign holders of its defaulted bonds.",Ownership of sovereign bonds issued by Argentina held by over 90 claimants.,"Simma, B. - President; Böckstiegel, K.-H. - Claimant; Torres Bernárdez, S. - Respondent","Decision on Jurisdiction and Admissibility dated 8 February 2013 http://www.italaw.com/sites/default/files/case-documents/italaw1276.pdf;
Order of discontinuance of the proceeding dated 28 May 2015 http://www.italaw.com/sites/default/files/case-documents/italaw4289.pdf","Dissenting Opinion of Santiago Torres Bernárdez (Decision on Jurisdiction and Admissibility) (Decision on Jurisdiction and Admissibility dated 8 February 2013);
Individual Statement (Order of discontinuance of the proceeding dated 28 May 2015)",6.80 EUR (10.70 USD),Data not available,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar",Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/1750,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/9;
http://globalarbitrationreview.com/news/article/33186/third-argentine-bond-case-gets-go-ahead/;
http://www.iareporter.com/articles/argentina-faces-a-third-treaty-claim-by-hold-out-bond-holders-experts-differ-as-to-prospects/"
ARB/08/8,Inmaris Perestroika Sailing Maritime Services GmbH and others,Ukraine,Concluded,916.0,2008.0,Inmaris Perestroika v. Ukraine,Inmaris Perestroika Sailing Maritime Services GmbH and others v. Ukraine (ICSID Case No. ARB/08/8),Germany - Ukraine BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Ukraine,Germany,Tertiary - H - Transportation and storage,50 - Water transport,"Claims arising out of a series of contracts concluded between a State-owned education institution of Ukraine and the claimants concerning the use of a windjammer sail training ship and subsequent disagreements regarding the operation of the contracts, including financing options for the reconstruction of the ship, followed by a Government's decision prohibiting the ship to leave Ukrainian territorial waters until clarification of matters relating to its joint operation.",Claims to performance under direct and derivative rights under certain bareboat charter contract and related agreements concluded between the claimants and a State-owned entity.,"Alexandrov, S. A. - President; Rubins, N. - Claimant; Cremades, B. M. - Respondent","Decision on Jurisdiction dated 8 March 2010 http://www.italaw.com/sites/default/files/case-documents/ita0427.pdf;
Award dated 1 March 2012 http://www.italaw.com/sites/default/files/case-documents/italaw1411.pdf",,15.00 EUR (23.50 USD),3.00 EUR (3.80 USD),"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Arbitrary, unreasonable and/or discriminatory measures;
Other","Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Arbitrary, unreasonable and/or discriminatory measures",,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/565,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/8;
http://globalarbitrationreview.com/news/article/14633/tall-ship-firm-takes-ukraine-icsid/;
http://globalarbitrationreview.com/news/article/28547/ukraine-fails-scupper-ship-claim/;
http://www.cisarbitration.com/2013/05/20/icsid-tribunal-found-unfair-treatment-of-a-german-investor-by-ukraine/;
http://chea-taic.be/each/news/609.html"
ARB/08/7,Itera International Energy LLC and Itera Group NV,Georgia,Concluded,919.0,2008.0,Itera v. Georgia (I),Itera International Energy LLC and Itera Group NV v. Georgia (I) (ICSID Case No. ARB/08/7),"Georgia - United States of America BIT (1994);
Georgia - Netherlands BIT (1998)",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Georgia,"Netherlands;
United States of America","Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged restructuring of significant gas debts owed by Georgian state-owned entities to Itera and actions subsequently taken by Georgia that rendered the claimants’ investments valueless, including the bankruptcy proceedings of a chemical fertilizer plant in the city of Rustavi in which Itera had acquired a majority shareholding.",Rights under a Debt Restructuring Agreement concluded between Georgia and the claimants concerning debts to Itera of various Georgian public sector organizations and state-owned companies related to gas supply services.,"Danelius, H. - President; Orrego Vicuña, F. - Claimant; Stern, B. - Respondent","Decision on the Admissibility of Ancillary Claims dated 4 December 2009 http://www.italaw.com/sites/default/files/case-documents/ita0437.pdf;
Order taking note of the discontinuance of the proceeding issued by the Tribunal dated 19 November 2010, pursuant to ICSID Arbitration Rule 43(1) ",Dissenting Opinion of Professor Francisco Orrego Vicuña (Decision on the Admissibility of Ancillary Claims) (Decision on the Admissibility of Ancillary Claims dated 4 December 2009),46.40 USD,Data not available,Unclear,Not applicable - settled or discontinued before decision on liability,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/584,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/7;
http://globalarbitrationreview.com/news/article/19630/georgia-faces-no-extra-claims-itera-case/;
http://globalarbitrationreview.com/news/article/14652/itera-takes-georgia-icsid/;
http://www.iisd.org/itn/2010/01/12/an-icsid-tribunal-splits-over-whether-to-hear-ancillary-claims-in-dispute-over-unpaid-gas-deliveries/"
ARB/08/6,Perenco Ecuador Limited,Republic of Ecuador,Concluded,931.0,2008.0,Perenco v. Ecuador,Perenco Ecuador Limited v. Republic of Ecuador (Petroecuador) (ICSID Case No. ARB/08/6),Ecuador - France BIT (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Ecuador,Bahamas,Primary - B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,Claims arising out of Ecuador's enactment of Law No. 42 imposing a 99 per cent windfall levy on foreign oil revenues that allegedly resulted in the expropriation of Perenco's investment in Blocks 7 and 21 situated in the Ecuadorian Amazon region; particularly by depriving Perenco of its contractual right to an agreed participation percentage of the crude oil produced in the Blocks.,"Sole operator and majority shareholder of rights in two oil blocks under two production sharing contracts concluded between Ecuador's oil company Petroecuador and several foreign investors; rights under joint operating agreements concluded with other entities holding interests in such blocks; contributions in personnel, equipment, technology, goods and services.","Tomka, P. - President; Bingham, T. - President (replaced); Kaplan, N. - Claimant; Brower, C. N. - Claimant (replaced); Thomas, J. C. - Respondent","Decision on Jurisdiction dated 30 June 2011 http://www.italaw.com/sites/default/files/case-documents/ita0626.pdf;
Decision on Remaining Issues of Jurisdiction and on Liability dated 12 September 2014 http://www.italaw.com/sites/default/files/case-documents/italaw4003.pdf;
Interim Decision on the Environmental Counterclaim dated 11 August 2015 http://www.italaw.com/sites/default/files/case-documents/italaw6315.pdf;
Award dated 27 September 2019 https://www.italaw.com/sites/default/files/case-documents/italaw10837.pdf",,1423.00 USD,416.50 USD,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Other","Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims",ICSID annulment proceedings,Award/decision partially annulled ICSID annulment proceedings,Decision on Annulment dated 4 May 2021 (ICSID annulment proceedings),,"Zuleta, E.;
Pinto, M.;
Knieper, R.",http://www.italaw.com/cases/819,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/6;
http://globalarbitrationreview.com/news/article/33013/panel-rules-ecuadors-windfall-oil-profits-tax/;
http://www.iareporter.com/articles/tribunal-favours-ecuador-in-environmental-counterclaim-over-amazonian-oilfields/;
https://globalarbitrationreview.com/article/1209170/perenco-applies-to-enforce-as-ecuador-seeks-annulment"
ARB/08/5,"Burlington Resources, Inc.",Republic of Ecuador,Concluded,908.0,2008.0,Burlington v. Ecuador,"Burlington Resources, Inc. v. Republic of Ecuador (ICSID Case No. ARB/08/5)",Ecuador - United States of America BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Ecuador,United States of America,Primary - B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,"Claims arising out of Ecuador's enactment of a law imposing a 99 per cent windfall levy on foreign oil revenues as a result of an oil spike starting in 2002, the Government's decision to migrate to service contracts and the subsequent caducidad process to terminate the investor's production sharing agreements.","Rights under production sharing contracts for the exploration and exploitation of Blocks 7 and 21, concluded between a Burlington wholly-owned subsidiary and Ecuador.","Kaufmann-Kohler, G. - President; Drymer, S. L. - Claimant; Orrego Vicuña, F. - Claimant (replaced); Stern, B. - Respondent","Decision on Liability dated 14 December 2012 http://www.italaw.com/sites/default/files/case-documents/italaw1094_0.pdf;
Decision on Jurisdiction dated 2 June 2010 http://www.italaw.com/sites/default/files/case-documents/ita0106.pdf;
Decision on Counterclaims dated 7 February 2017 https://www.italaw.com/sites/default/files/case-documents/italaw8206.pdf;
Decision on Reconsideration and Award dated 7 February 2017 https://www.italaw.com/sites/default/files/case-documents/italaw8208_0.pdf",Dissenting Opinion of Arbitrator Orrego Vicuña (Decision on Liability) (Decision on Liability dated 14 December 2012),1515.60 USD,379.80 USD,"Direct expropriation;
Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Umbrella clause;
National treatment;
Arbitrary, unreasonable and/or discriminatory measures",Direct expropriation,ICSID annulment proceedings,Discontinued ICSID annulment proceedings,,No decisions recorded,"Rigo Sureda, A.;
Bernardini, P.;
Van Houtte, V.",http://www.italaw.com/cases/181,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/5;
http://globalarbitrationreview.com/news/article/28536/mixed-result-jurisdiction-claim-against-ecuador/;
http://globalarbitrationreview.com/news/article/31057/ecuador-held-liable-seizing-oil-blocks/;
http://www.iisd.org/itn/2013/03/25/awards-and-decisions-11/;
http://globalarbitrationreview.com/article/1081181/conocophillips-ecuador-dispute-ends-with-damages-for-both-sides;
https://www.iareporter.com/articles/ecuador-ordered-to-pay-379-million-for-expropriation-of-us-investors-oil-blocks-state-says-it-was-awarded-damages-for-environmental-counterclaim-and-plans-annulment-of-final-award/;
https://www.iareporter.com/articles/familiar-disagreements-on-valuation-date-and-ex-post-data-arise-in-burlington-award-alongside-new-disagreement-on-contribution-to-losses/;
https://www.transnational-dispute-management.com/downloads/17494_Burlington_v_Ecuador_Award_2017.pdf"
ARB/08/4,Murphy Exploration and Production Company International,Republic of Ecuador,Concluded,926.0,2008.0,Murphy v. Ecuador (I),Murphy Exploration and Production Company International v. Republic of Ecuador (I) (ICSID Case No. ARB/08/4),Ecuador - United States of America BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Ecuador,United States of America,Primary - B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,"Claims arising out of Ecuador's enactment of Law No. 42 imposing a 99 per cent windfall levy on foreign oil revenues that allegedly resulted in the expropriation of Murphy's investment in Block 16 of the Ecuadorian Amazon, an oil-rich region bordering Peru and Brazil.",Minority shareholding in local operating company that had concluded a service contract with Ecuador for the exploration and exploitation of hydrocarbons.,"Oreamuno Blanco, R. - President; Grigera Naón, H. A. - Claimant; Vinuesa, R. E. - Respondent",Award on Jurisdiction dated 15 December 2010 http://www.italaw.com/sites/default/files/case-documents/ita0547.pdf,Partial Dissenting Opinion of Mr. Horacio A. Grigera Naón (Award on Jurisdiction) (Award on Jurisdiction dated 15 December 2010),Data not available,Data not available,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Umbrella clause;
Arbitrary, unreasonable and/or discriminatory measures",None - jurisdiction declined,,,,No follow-up proceedings initiated,,http://www.italaw.com/cases/723,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/4;
http://www.iareporter.com/articles/20101216"
ARB/08/2,"ATA Construction, Industrial and Trading Company",Hashemite Kingdom of Jordan,Concluded,905.0,2008.0,ATA Construction v. Jordan,"ATA Construction, Industrial and Trading Company v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/08/2)",Jordan - Turkey BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Jordan,Türkiye,Tertiary - F - Construction,42 - Civil engineering,"Claims arising out of the annulment by the Jordanian courts of an arbitral award rendered in favour of the claimant following a dispute arising from the collapse of a dike constructed by ATA for the Arab Potash Company, an entity based in Jordan and controlled by the respondent.",Contract concluded between ATA Construction and a State-controlled entity to construct a dike at a site on the Dead Sea; claims to money in the form of an award rendered in claimant's favour.,"Fortier, L. Y. - President; El-Kosheri, A. S. - Claimant; Reisman, W. M. - Respondent",Award dated 18 May 2010 http://www.italaw.com/sites/default/files/case-documents/ita0043.pdf,,5.90 USD,Non-pecuniary relief,"Indirect expropriation;
Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Most-favoured nation treatment",Most-favoured nation treatment,ICSID annulment proceedings,Discontinued ICSID annulment proceedings,"Order taking note of the discontinuance of the proceeding issued by the ad hoc Committee dated 11 July 2011, pursuant to ICSID Arbitration Rule 44 (ICSID annulment proceedings)",,"Guillaume, G.;
Fernández-Armesto, J.;
Hanotiau, B.",http://www.italaw.com/cases/97,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/08/2;
http://globalarbitrationreview.com/news/article/29318/dam-dispute-back-square-one/;
http://globalarbitrationreview.com/news/article/28427/icsid-award-leads-competing-claims-victory/"
